name,address,opening_hours,lat,lon,email,full_name,phone_number,web_site,region,adm_zone
Библиотека №214 имени Ю. А. Гагарина,"город Москва, улица Академика Анохина, дом 30, корпус 3",68,55.661155494333,37.4672384229,214@bibliozao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Западного административного округа»,+7 (495) 430-56-91,bibliozao.ru,Тропарёво-Никулино,ЗАО
Библиотека №202,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Фили-Давыдково, Кастанаевская улица, дом 52, строение 2",58,55.7343284530686,37.4696149583906,202@bibliozao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Западного административного округа»,+7 (499) 144-05-03,bibliozao.ru,Фили-Давыдково,ЗАО
Библиотека №4 имени Е. А. Фурцевой,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Фрунзенская набережная, дом 50",70,55.718285676255,37.576119870302,l04@okccao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Центрального административного округа»,+7 (499) 242-79-42,okccao.ru,Хамовники,ЦАО
Библиотека №94,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, улица Аносова, дом 3, корпус 2",58,55.7431599100333,37.7549872492969,administrator@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (495) 309-15-67,cbs-vao.ru,Перово,ВАО
Центральная детская библиотека №66,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Медведково, Северодвинская улица, дом 11, корпус 2",65,55.8901379580242,37.6781419990584,biblio66@bibliosvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Восточного административного округа»,+7 (495) 474-10-96,bibliosvao.ru,Северное Медведково,СВАО
Центральная детская библиотека №78 им. И. А. Крылова,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, улица Сокольническая Слободка, дом 14/18",0,55.788923376009,37.675910996799,administrator@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (499) 269-12-10,cbs-vao.ru,Сокольники,ВАО
Библиотека №138,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Восточное, Касимовская улица, дом 21",53,55.5955427632319,37.6572944875806,ekarimova.inbox@ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Южного административного округа»,+7 (495) 682-42-22,bibliouao.ru,Бирюлёво Восточное,ЮАО
Библиотека №182,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Котловка, улица Дмитрия Ульянова, дом 43, корпус 1",58,55.690361755419,37.585945947818,library-182f2@cbsuzao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Западного административного округа»,+7 (499) 129-56-11,cbsuzao.ru,Котловка,ЮЗАО
Библиотека №201,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кунцево, Обводное шоссе, дом 6",58,55.7843060970605,37.357102392873,201@bibliozao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Западного административного округа»,+7 (499) 727-35-04,bibliozao.ru,Кунцево,ЗАО
Библиотека №101,"город Москва, Лухмановская улица, дом 17, корпус 1",58,55.722939511868,37.895479207917,administrator@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (499) 797-76-51,cbs-vao.ru,Косино-Ухтомский,ВАО
Нотно-музыкальная библиотека №17 имени П. И. Юргенсона,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Николоямский переулок, дом 3А, корпус 4",70,55.749532870744,37.6614733692259,mikhina_ns@okccao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Центрального административного округа»,+7 (495) 911-22-89,okccao.ru,Таганский,ЦАО
Библиотека №135,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Донецкая улица, дом 33",58,55.6476808816853,37.7152542583644,135@okcuvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Восточного административного округа»,+7 (499) 356-90-03,cbsuvao.ru,Марьино,ЮВАО
Детская библиотека №112,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кузьминки, Жигулёвская улица, дом 6, корпус 2",53,55.711444568878,37.759501447745,112_113_114@okcuvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Восточного административного округа»,+7 (499) 722-65-12,cbsuvao.ru,Кузьминки,ЮВАО
Библиотека №160,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Западное, Медынская улица, дом 11, строение 2",40,55.581676579406,37.649770496205,160libzav@cbsuao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Южного административного округа»,+7 (495) 682-42-22,bibliouao.ru,Бирюлёво Западное,ЮАО
Библиотека №188,"город Москва, улица Обручева, дом 24",58,55.657441388607,37.518510256538,library-188@cbsuzao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Западного административного округа»,+7 (495) 735-01-27,cbsuzao.ru,Обручевский,ЮЗАО
Центральная Городская Деловая Библиотека,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алексеевский, улица Бориса Галушкина, дом 19, корпус 1",68,55.82251575998,37.661488527518,mgdb@culture.mos.ru,Государственное бюджетное учреждение культуры города Москвы «Центральная Городская Деловая Библиотека»,+7 (495) 683-56-46,mgdb.ru,Алексеевский,СВАО
Библиотека №59,"город Москва, Ярославское шоссе, дом 117",58,55.852262138001,37.682105049708,biblio59@bibliosvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Восточного административного округа»,+7 (499) 183-98-65,bibliosvao.ru,Ярославский,СВАО
Библиотека №105,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Люблино, Кубанская улица, дом 16/2",58,55.6838174191403,37.7442557690665,105_130@okcuvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Восточного административного округа»,+7 (495) 350-25-66,cbsuvao.ru,Люблино,ЮВАО
Библиотека №113,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Текстильщики, Саратовская улица, дом 1, корпус 2",0,55.7139353476093,37.7312167433639,112_113_114@okcuvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Восточного административного округа»,+7 (499) 177-57-65,cbsuvao.ru,Текстильщики,ЮВАО
Библиотека №85,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 3-я Парковая улица, дом 35",58,55.79591234873,37.783079612792,administrator@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (499) 163-31-91,cbs-vao.ru,Измайлово,ВАО
Библиотека №52,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бибирево, улица Конёнкова, дом 23",70,55.8946246925901,37.6108090393245,biblio52@bibliosvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Восточного административного округа»,+7 (499) 207-94-73,bibliosvao.ru,Бибирево,СВАО
Библиотека №163,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, Даниловская набережная, дом 2, корпус 2",70,55.7184749722263,37.6294733164832,163libzav@cbsuao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Южного административного округа»,+7 (495) 682-42-22,bibliouao.ru,Даниловский,ЮАО
Библиотека №171,"город Москва, улица Паустовского, дом 3",58,55.604466149807,37.530292920446,info@cbsuzao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Западного административного округа»,+7 (495) 422-34-44,cbsuzao.ru,Ясенево,ЮЗАО
Библиотека №218,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, Нежинская улица, дом 13",58,55.706495991423,37.4711713440605,218@bibliozao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Западного административного округа»,+7 (495) 441-35-13,bibliozao.ru,Очаково-Матвеевское,ЗАО
Библиотека №209 им. А. Н. Толстого,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, Кутузовский проспект, дом 24",70,55.74408656551,37.544322020152,209@bibliozao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Западного административного округа»,+7 (499) 243-20-40,bibliozao.ru,Дорогомилово,ЗАО
Библиотека №216,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, улица Лобачевского, дом 100",40,55.6848110350142,37.4818377010524,216@bibliozao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Западного административного округа»,+7 (495) 931-52-00,bibliozao.ru,Раменки,ЗАО
Центральная библиотека №224 имени Ф.В. Гладкова,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Тушино, бульвар Яна Райниса, дом 1",58,55.7910241968175,37.4842329975218,224@cbsszao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Западного административного округа»,+7 (499) 191-19-90,cbsszao.ru,Южное Тушино,СЗАО
Библиотека №233,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Митино, 3-й Митинский переулок, дом 2",48,55.8486003300563,37.3531238548458,233@cbsszao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Западного административного округа»,+7 (495) 794-01-54,cbsszao.ru,Митино,СЗАО
Библиотека №19 имени Ф. М. Достоевского,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Покровка, дом 21-23/25, строение 3",70,55.7601261024462,37.6469800947234,kuvarzina_yy@okccao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Центрального административного округа»,+7 (495) 917-33-61,okccao.ru,Басманный,ЦАО
Библиотека №3 имени Н. А. Добролюбова,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, Смоленская площадь, дом 13/21",70,55.752889919014,37.582523069365,vyatkina_vk@okccao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Центрального административного округа»,+7 (499) 241-34-21,okccao.ru,Арбат,ЦАО
Центральная городская молодежная библиотека имени М. А. Светлова,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Садовая-Кудринская улица, дом 23, строение 1",65,55.7656337307988,37.5896008964628,svetlovka@inbox.ru,Государственное бюджетное учреждение культуры города Москвы «Центральная городская молодежная библиотека им. М.А. Светлова»,+7 (495) 650-49-83,svetlovka.ru,Пресненский,ЦАО
Библиотека имени Н. А. Некрасова,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Бауманская улица, дом 58/25, строение 14",82,55.7671426570388,37.6786341425031,biblioteka@nekrasovka.ru,Государственное бюджетное учреждение культуры города Москвы «Центральная универсальная научная библиотека имени Н.А. Некрасова»,+7 (495) 916-90-68,nekrasovka.ru,Басманный,ЦАО
Центральная городская детская библиотека имени А. П. Гайдара,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, 3-я Фрунзенская улица, дом 9",65,55.7435756190904,37.5809159036726,lib@gaidarovka.ru,Государственное бюджетное учреждение культуры города Москвы «Центральная городская детская библиотека имени А.П. Гайдара»,+7 (499) 253-82-96,gaidarovka.ru,Хамовники,ЦАО
Библиотека №10,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Стрельбищенский переулок, дом 5, строение 3",65,55.758468693561,37.537080645561,klemina_av@okccao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Центрального административного округа»,+7 (499) 256-71-65,okccao.ru,Пресненский,ЦАО
Библиотека №18 имени В. А. Жуковского,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Дурасовский переулок, дом 9",70,55.7549087227048,37.6512674801052,motorygina_ev@okccao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Центрального административного округа»,+7 (495) 916-35-11,okccao.ru,Басманный,ЦАО
Библиотека №37,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Дегунино, Дубнинская улица, дом 16, корпус 1",58,55.869281050931,37.562524098297,bib37@culture.mos.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северного административного округа»,+7 (499) 481-62-10,cbssao.ru,Восточное Дегунино,САО
Библиотека №50,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьина Роща, Октябрьская улица, дом 103, корпус 1",58,55.795750098808,37.615334253511,biblio50@bibliosvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Восточного административного округа»,+7 (495) 123-65-72,bibliosvao.ru,Марьина Роща,СВАО
Библиотека №148 имени Ф. И. Тютчева,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагорный, Балаклавский проспект, дом 12, корпус 3",58,55.6696856135314,37.6080156443641,148libzav@cbsuao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Южного административного округа»,+7 (495) 682-42-22,bibliouao.ru,Нагорный,ЮАО
Детская библиотека № 236,"город Москва, Большая Набережная улица, дом 15",53,55.830726891121,37.457308922447,236@cbsszao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Западного административного округа»,+7 (495) 491-64-92,cbsszao.ru,Покровское-Стрешнево,СЗАО
Библиотека № 143,"город Москва, Кировоградская улица, дом 44, корпус 2",53,55.604557277905,37.585925677253,143libzav@cbsuao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Южного административного округа»,+7 (495) 682-42-22,bibliouao.ru,Чертаново Южное,ЮАО
Библиотека № 124,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, улица Сайкина, дом 9/1",70,55.707396076391,37.668619999631,121_124@okcuvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Восточного административного округа»,+7 (499) 764-14-42,cbsuvao.ru,Южнопортовый,ЮВАО
Библиотека № 108,"город Москва, Привольная улица, дом 21",58,55.698085304065,37.844226857851,108@okcuvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Восточного административного округа»,+7 (499) 705-73-99,cbsuvao.ru,Выхино-Жулебино,ЮВАО
Библиотека № 92 культурный центр К.И. Чуковского,"город Москва, 1-я Владимирская улица, дом 15, корпус 3",53,55.75826047001,37.776666103338,b92@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (495) 306-25-96,cbs-vao.ru,Перово,ВАО
Библиотека №221 имени Р. И. Рождественского,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, улица Авиаторов, дом 7",58,55.6490127542836,37.4105982296169,221@bibliozao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Западного административного округа»,+7 (495) 435-44-51,bibliozao.ru,Солнцево,ЗАО
Центральная библиотека №190,"город Москва, Профсоюзная улица, дом 115, корпус 1",58,55.6387237606343,37.5381936784834,library-190@cbsuzao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Западного административного округа»,+7 (495) 420-12-21,cbsuzao.ru,Коньково,ЮЗАО
Библиотека №194,"город Москва, Изюмская улица, дом 57",58,55.544234840196,37.562302162635,library-194@cbsuzao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Западного административного округа»,+7 (495) 717-55-72,cbsuzao.ru,Южное Бутово,ЮЗАО
Библиотека № 185,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Котловка, Нагорный бульвар, дом 3",58,55.674989714064,37.592723567608,lib166@cbs-uz.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Западного административного округа»,+7 (499) 127-57-07,cbsuzao.ru,Котловка,ЮЗАО
Библиотека №183 им Данте Алигьери,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гагаринский, улица Строителей, дом 8, корпус 2",58,55.6898852529404,37.5352771952748,library-183@cbsuzao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Западного административного округа»,+7 (495) 938-27-41,cbsuzao.ru,Гагаринский,ЮЗАО
Библиотека №119,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, шоссе Энтузиастов, дом 20",53,55.7508403562775,37.7148597360346,119@okcuvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Восточного административного округа»,+7 (495) 362-28-42,cbsuvao.ru,Лефортово,ЮВАО
Библиотека №81,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Измайлово, Сиреневый бульвар, дом 73, корпус 1",58,55.803671017451,37.8280009981245,b81@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (499) 461-43-41,cbs-vao.ru,Северное Измайлово,ВАО
Библиотека №77,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 11-я Парковая улица, дом 19",58,55.794510112143,37.805138934101,b77@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (495) 465-46-14,cbs-vao.ru,Измайлово,ВАО
Библиотека №196,"город Москва, Симферопольский бульвар, дом 24, корпус 1",58,55.645830796546,37.603693250839,library-196@cbsuzao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Западного административного округа»,+7 (495) 318-23-85,cbsuzao.ru,Зюзино,ЮЗАО
Библиотека №72,"город Москва, Уссурийская улица, дом 9",58,55.8238204913914,37.8194568694201,b72@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (495) 467-60-00,cbs-vao.ru,Гольяново,ВАО
Библиотека №49,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бибирево, Алтуфьевское шоссе, дом 102Б",53,55.890718477456,37.624846098741,biblio49@bibliosvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Восточного административного округа»,+7 (499) 207-37-60,bibliosvao.ru,Бибирево,СВАО
Библиотека №164 «Просвещение трудящихся»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Донской, улица Шаболовка, дом 36",60,55.717544558123,37.608022138794,164libzav@cbsuao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Южного административного округа»,+7 (495) 682-42-22,bibliouao.ru,Донской,ЮАО
Детская библиотека №45,"город Москва, Пулковская улица, дом 3, корпус 1",53,55.844057748598,37.480841762109,bib45@culture.mos.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северного административного округа»,+7 (495) 456-66-35,cbssao.ru,Головинский,САО
Библиотека №223,"город Москва, Новопеределкинская улица, дом 8",58,55.640436135005,37.369331418982,223-2@bibliozao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Западного административного округа»,+7 (495) 732-59-46,bibliozao.ru,Ново-Переделкино,ЗАО
Библиотека №199 им. Э. Г. Багрицкого,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, улица Багрицкого, дом 51",58,55.7192178204571,37.4377825018018,199@bibliozao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Западного административного округа»,+7 (495) 443-67-90,bibliozao.ru,Можайский,ЗАО
Библиотека №212 им. Т. Г. Шевченко,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, улица Генерала Ермолова, дом 6",58,55.7376325582032,37.5163873191923,212@bibliozao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Западного административного округа»,+7 (499) 148-56-60,bibliozao.ru,Дорогомилово,ЗАО
Библиотека №60 имени О.Э. Мандельштама,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Останкинский, Звёздный бульвар, дом 4",58,55.8179111114794,37.6354934927076,biblio60@bibliosvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Восточного административного округа»,+7 (495) 682-63-65,bibliosvao.ru,Останкинский,СВАО
Библиотека №55,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ростокино, Будайский проезд, дом 7, корпус 2",56,55.836474712658,37.666759044383,biblio55@bibliosvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Восточного административного округа»,+7 (499) 187-44-77,bibliosvao.ru,Ростокино,СВАО
Библиотека №58,"город Москва, Анадырский проезд, дом 39, корпус 2",58,55.87018592039,37.691290174085,biblio58@bibliosvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Восточного административного округа»,+7 (495) 470-77-38,bibliosvao.ru,Лосиноостровский,СВАО
Библиотека №62 имени Пабло Неруды,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ростокино, Сельскохозяйственная улица, дом 13, корпус 2",48,55.8359379822705,37.640259694308,biblio62@bibliosvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Восточного административного округа»,+7 (495) 683-56-54,bibliosvao.ru,Ростокино,СВАО
Библиотека № 172,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Обручевский, улица Новаторов, дом 14, корпус 1",58,55.667656572424,37.523210612002,cbsuzao-info@culture.mos.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Западного административного округа»,+7 (499) 431-19-30,cbsuzao.ru,Обручевский,ЮЗАО
Центральная библиотека №15 имени В. О. Ключевского,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Большой Факельный переулок, дом 3, строение 2",70,55.7426731910767,37.6636822102591,tsyganovsa@okccao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Центрального административного округа»,+7 (495) 911-84-50,okccao.ru,Таганский,ЦАО
Библиотека №88,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, Сиреневый бульвар, дом 64/31",20,55.8025860621338,37.829533922486,b88@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (495) 703-81-01,cbs-vao.ru,Восточное Измайлово,ВАО
Детская библиотека №207 им. В. В. Бианки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Фили-Давыдково, Большая Филёвская улица, дом 43",53,55.7410925175843,37.4745742790401,207@bibliozao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Западного административного округа»,+7 (499) 146-52-72,bibliozao.ru,Фили-Давыдково,ЗАО
Библиотека №79 им. Б. Лавренева,"город Москва, Средняя Первомайская улица, дом 38/7",58,55.794731746848,37.812070348998,b79@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (495) 465-44-46,cbs-vao.ru,Восточное Измайлово,ВАО
Детская библиотека №99,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, улица Короленко, дом 2/23, корпус 4",53,55.7974415995421,37.6878233905882,administrator@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (495) 964-09-62,cbs-vao.ru,Сокольники,ВАО
Библиотека №97,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 38, корпус 2",58,55.7454830746392,37.8732363693416,b97d@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (495) 702-57-70,cbs-vao.ru,Новокосино,ВАО
Библиотека №76 им. М. Ю. Лермонтова,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, улица Шумкина, дом 17/16",58,55.7863431685775,37.6876678224653,b76d@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (499) 268-68-16,cbs-vao.ru,Сокольники,ВАО
Библиотека №20 имени А. А. Дельвига,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Госпитальный Вал, дом 5, строение 2",65,55.7680540201986,37.6762308832258,l20@okccao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Центрального административного округа»,+7 (499) 261-67-66,okccao.ru,Басманный,ЦАО
Библиотека №51,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, улица Яблочкова, дом 43",58,55.8286178936594,37.5781907793134,biblio51@bibliosvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Восточного административного округа»,+7 (495) 610-09-11,bibliosvao.ru,Бутырский,СВАО
Библиотека №198 им. Б. Л. Пастернака,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, Беловежская улица, дом 53, корпус 2",58,55.70949,37.396619,198@bibliozao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Западного административного округа»,+7 (495) 446-47-55,bibliozao.ru,Можайский,ЗАО
Библиотека №56,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Отрадное, Алтуфьевское шоссе, дом 34А",58,55.873885468089,37.60633186898,biblio56@bibliosvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Восточного административного округа»,+7 (499) 903-12-28,bibliosvao.ru,Отрадное,СВАО
Библиотека №61,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бабушкинский, улица Коминтерна, дом 6",58,55.8615656242572,37.6760510914028,biblio61@bibliosvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Восточного административного округа»,+7 (495) 470-81-47,bibliosvao.ru,Бабушкинский,СВАО
Библиотека № 54,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Медведково, Широкая улица, дом 11",53,55.888209164742,37.6607223507017,biblio54@bibliosvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Восточного административного округа»,+7 (499) 479-44-27,bibliosvao.ru,Северное Медведково,СВАО
Библиотека № 147 им. С.С. Орлова,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Южное, Домодедовская улица, дом 44",53,55.6011290654841,37.7148373005912,147libzav@cbsuao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Южного административного округа»,+7 (495) 682-42-22,bibliouao.ru,Орехово-Борисово Южное,ЮАО
Центральная детская библиотека №14,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Дубининская улица, дом 20, строение 1",0,55.7261513792369,37.6365647376258,aidakina_dh@okccao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Центрального административного округа»,+7 (499) 235-41-69,okccao.ru,Замоскворечье,ЦАО
Библиотека №267 имени Н.К. Крупской,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, улица Бахрушина, дом 4, строение 1",55,55.736497,37.634017,romadina_oy@okccao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Центрального административного округа»,+7 (495) 680-07-50,okccao.ru,Замоскворечье,ЦАО
Библиотека №222,"город Москва, улица Богданова, дом 44",58,55.651248514282,37.396457340067,222-1@bibliozao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Западного административного округа»,+7 (495) 435-64-50,bibliozao.ru,Солнцево,ЗАО
Центральная библиотека имени А. С. Пушкина,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Спартаковская улица, дом 9, строение 1",70,55.771766,37.672061,info@pushkinmoslib.ru,Государственное бюджетное учреждение культуры города Москвы «Библиотека - читальня имени А.С. Пушкина»,+7 (499) 267-49-96,pushkinmoslib.ru,Басманный,ЦАО
Центральная библиотека №197 имени А. А. Ахматовой,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крылатское, улица Крылатские Холмы, дом 32, корпус 1",70,55.7649546949377,37.4105366226286,197-2@bibliozao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Западного административного округа»,+7 (495) 412-61-35,bibliozao.ru,Крылатское,ЗАО
